ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,UrbanRural,RevLineCr,LowDoc,DisbursementGross,MIS_Status,GrAppv,sector,isFranchise,sameState,backRealEstate,Portion
2008,43,3,2.0,1,3,1,Y,N,27923.0,CHGOFF,15000.0,Manufacturing,No Franchise,0,0,0.5
2007,48,1,1.0,0,1,1,Y,N,31460.0,CHGOFF,21000.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.5
2007,73,4,2.0,3,4,1,N,N,55000.0,CHGOFF,55000.0,RE_rental_leasing,No Franchise,1,0,0.85
2006,56,2,2.0,3,5,1,Y,N,50000.0,CHGOFF,50000.0,Retail_trade,No Franchise,0,0,0.5
2005,28,2,1.0,2,4,1,N,N,23000.0,CHGOFF,20000.0,RE_rental_leasing,No Franchise,0,0,0.5
2007,73,1,2.0,1,2,1,N,N,5000.0,CHGOFF,5000.0,Retail_trade,No Franchise,0,0,0.85
2007,72,1,2.0,0,1,1,Y,N,100000.0,CHGOFF,100000.0,Manufacturing,No Franchise,1,0,0.5
2004,64,2,1.0,0,0,1,N,N,50000.0,CHGOFF,50000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2006,61,2,1.0,0,2,1,Y,N,58514.0,CHGOFF,35000.0,Retail_trade,No Franchise,1,0,0.5
2003,53,2,1.0,0,2,1,Y,N,35000.0,CHGOFF,35000.0,Wholesale_trade,No Franchise,0,0,0.5
2005,30,2,2.0,0,0,1,N,N,10000.0,CHGOFF,10000.0,Construction,No Franchise,0,0,0.5
2006,17,6,1.0,0,6,1,N,N,45000.0,CHGOFF,45000.0,Manufacturing,No Franchise,0,0,0.5
2007,53,5,1.0,0,5,1,N,N,69000.0,CHGOFF,35000.0,Other_no_pub,No Franchise,0,0,0.5
2006,15,1,1.0,1,1,1,Y,N,21845.0,CHGOFF,15000.0,Trans_Ware,No Franchise,0,0,0.5
2005,15,2,1.0,0,2,2,N,N,100000.0,CHGOFF,100000.0,Manufacturing,No Franchise,1,0,0.85
2007,64,15,2.0,0,15,1,N,N,50000.0,CHGOFF,50000.0,Accommodation_food_serv,No Franchise,0,0,0.5
2007,10,3,2.0,0,3,1,N,N,10000.0,CHGOFF,10000.0,Other_no_pub,No Franchise,0,0,0.5
2007,52,1,2.0,1,2,1,N,N,20000.0,CHGOFF,20000.0,Retail_trade,No Franchise,1,0,0.85
2001,166,15,1.0,0,0,1,N,N,1181300.0,CHGOFF,1181300.0,Manufacturing,No Franchise,1,0,0.75
2007,52,1,1.0,0,1,1,Y,N,219208.0,CHGOFF,75000.0,Construction,No Franchise,0,0,0.5
2006,94,40,1.0,0,0,2,N,N,885480.0,CHGOFF,885480.0,Manufacturing,No Franchise,1,0,0.75
2006,35,9,1.0,2,9,1,Y,N,152728.0,CHGOFF,40000.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.5
2008,62,15,1.0,0,15,1,Y,N,17496.0,CHGOFF,10000.0,Retail_trade,No Franchise,0,0,0.5
2005,14,2,2.0,1,3,1,Y,N,22052.0,CHGOFF,10000.0,Retail_trade,No Franchise,0,0,0.5
2007,19,1,2.0,0,0,1,N,N,15000.0,CHGOFF,15000.0,Trans_Ware,No Franchise,1,0,0.85
2002,20,2,2.0,2,4,1,Y,N,50000.0,CHGOFF,50000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2007,33,30,1.0,0,0,1,N,N,385000.0,CHGOFF,385000.0,Accommodation_food_serv,No Franchise,1,0,0.75
2008,23,4,1.0,0,4,1,Y,N,139453.0,CHGOFF,49000.0,Construction,No Franchise,0,0,0.5
2005,46,3,2.0,3,3,1,Y,N,20573.0,CHGOFF,20000.0,Construction,No Franchise,0,0,0.5
2008,44,1,1.0,10,11,1,Y,N,63079.0,CHGOFF,20000.0,Information,No Franchise,0,0,0.5
2007,69,12,1.0,0,12,1,Y,N,48500.0,CHGOFF,30000.0,Wholesale_trade,No Franchise,0,0,0.5
2008,30,4,1.0,0,4,1,N,N,35000.0,CHGOFF,35000.0,Information,No Franchise,0,0,0.85
2006,51,8,1.0,1,8,1,N,N,25000.0,CHGOFF,25000.0,Construction,No Franchise,0,0,0.5
2008,52,1,1.0,0,1,1,Y,N,20863.0,CHGOFF,10000.0,RE_rental_leasing,No Franchise,0,0,0.5
2005,2,2,2.0,0,2,1,Y,N,185000.0,CHGOFF,80000.0,Retail_trade,Franchise,0,0,0.5
2002,37,10,1.0,0,10,1,Y,N,86782.0,CHGOFF,60000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2008,65,2,1.0,1,1,1,Y,N,40113.0,CHGOFF,25000.0,Information,No Franchise,0,0,0.5
2007,46,2,1.0,0,2,2,Y,N,24538.0,CHGOFF,14000.0,Trans_Ware,No Franchise,0,0,0.5
2007,72,1,1.0,0,1,1,Y,N,70000.0,CHGOFF,35000.0,RE_rental_leasing,No Franchise,0,0,0.5
2008,55,30,1.0,7,37,1,Y,N,101752.0,CHGOFF,50000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2005,4,4,1.0,4,8,1,N,N,200000.0,CHGOFF,200000.0,Construction,No Franchise,0,0,0.5
2008,22,3,1.0,2,5,1,Y,N,227375.0,CHGOFF,100000.0,Retail_trade,No Franchise,0,0,0.5
2006,37,1,2.0,0,1,1,N,N,25000.0,CHGOFF,25000.0,Educational_services,No Franchise,0,0,0.85
2006,71,1,1.0,0,1,2,Y,N,30936.0,CHGOFF,17500.0,Wholesale_trade,No Franchise,0,0,0.5
2008,24,8,1.0,2,8,1,N,N,100000.0,CHGOFF,100000.0,Other_no_pub,No Franchise,0,0,0.5
2005,9,3,1.0,0,0,2,Y,N,97434.0,CHGOFF,44000.0,Wholesale_trade,No Franchise,0,0,0.5
2009,36,2,2.0,0,2,1,Y,N,49941.0,CHGOFF,25000.0,Construction,No Franchise,0,0,0.5
2007,110,15,2.0,0,15,1,N,N,1750000.0,CHGOFF,1750000.0,Accommodation_food_serv,Franchise,0,0,0.75
2011,26,15,1.0,3,0,1,N,N,292800.0,CHGOFF,292800.0,Prof_scien_and_tech_serv,No Franchise,1,0,0.5
2004,11,5,1.0,0,5,1,N,N,205000.0,CHGOFF,90000.0,Manufacturing,No Franchise,0,0,0.5
2008,49,2,1.0,0,2,1,Y,N,87194.0,CHGOFF,50000.0,Other_no_pub,No Franchise,0,0,0.5
2006,176,0,2.0,0,0,1,N,N,254200.0,CHGOFF,254200.0,Wholesale_trade,No Franchise,0,0,0.5
2007,14,1,2.0,0,0,1,N,N,114600.0,CHGOFF,137400.0,Accommodation_food_serv,No Franchise,1,0,0.85
2005,9,10,1.0,3,10,1,Y,N,135280.0,CHGOFF,50000.0,Retail_trade,No Franchise,0,0,0.5
2007,69,3,2.0,2,5,1,Y,N,52908.0,CHGOFF,45000.0,Retail_trade,No Franchise,0,0,0.5
2004,113,1,2.0,0,0,2,N,N,455000.0,CHGOFF,455000.0,Ag_fores_ﬁshi_hunting,No Franchise,1,0,0.75
2005,49,1,1.0,0,1,1,N,N,25000.0,CHGOFF,25000.0,Information,No Franchise,0,0,0.85
2008,39,5,1.0,1,5,1,Y,N,80250.0,CHGOFF,80000.0,Wholesale_trade,No Franchise,0,0,0.5
2005,109,1,2.0,12,1,1,N,N,553000.0,CHGOFF,553000.0,Arts_enter_recreation,No Franchise,0,0,0.75
2007,47,2,1.0,2,2,1,Y,N,79410.0,CHGOFF,50000.0,Wholesale_trade,No Franchise,0,0,0.5
2005,47,5,1.0,2,5,1,N,N,49800.0,CHGOFF,50000.0,Manufacturing,No Franchise,0,0,0.5
2008,62,1,2.0,1,1,2,N,N,100000.0,CHGOFF,100000.0,Admini_sup_and_waste_mgm_rem,No Franchise,1,0,0.5
2008,48,1,2.0,0,1,1,N,N,25000.0,CHGOFF,25000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2007,26,1,1.0,5,6,1,N,N,55000.0,CHGOFF,75000.0,RE_rental_leasing,No Franchise,0,0,0.5
2005,12,1,1.0,0,0,2,N,N,26000.0,CHGOFF,26000.0,Ag_fores_ﬁshi_hunting,No Franchise,0,0,0.5
2006,34,1,1.0,0,1,1,Y,N,214107.0,CHGOFF,50000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2007,71,3,1.0,1,4,1,Y,N,40769.0,CHGOFF,25000.0,Construction,No Franchise,0,0,0.5
2007,52,5,1.0,2,5,1,Y,N,137233.0,CHGOFF,50000.0,Other_no_pub,No Franchise,0,0,0.5
2007,59,1,1.0,0,1,1,Y,N,86416.0,CHGOFF,50000.0,Arts_enter_recreation,No Franchise,0,0,0.5
2006,63,1,2.0,0,1,2,N,N,10000.0,CHGOFF,10000.0,Trans_Ware,No Franchise,0,0,0.5
2006,179,0,2.0,3,3,2,N,N,542200.0,CHGOFF,542200.0,Retail_trade,No Franchise,0,0,0.75
2010,49,1,1.0,0,1,1,Y,N,77754.0,CHGOFF,25000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2007,62,4,1.0,2,0,1,Y,N,562196.0,CHGOFF,200000.0,Wholesale_trade,No Franchise,0,0,0.5
2007,30,4,1.0,4,4,1,N,N,100000.0,CHGOFF,100000.0,Construction,No Franchise,0,0,0.5
2008,66,5,2.0,1,5,1,N,N,76000.0,CHGOFF,76000.0,Accommodation_food_serv,No Franchise,0,0,0.5
2007,47,4,1.0,0,4,1,Y,N,148500.0,CHGOFF,100000.0,Wholesale_trade,No Franchise,0,0,0.5
2006,21,1,1.0,1,2,1,Y,N,54988.0,CHGOFF,30000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2007,65,10,2.0,0,10,1,N,N,10000.0,CHGOFF,10000.0,Construction,No Franchise,0,0,0.5
2003,67,2,1.0,0,2,1,N,N,9316.0,CHGOFF,10000.0,Manufacturing,No Franchise,0,0,0.5
2008,45,3,2.0,0,3,1,Y,N,123852.0,CHGOFF,50000.0,Manufacturing,No Franchise,0,0,0.5
2004,41,4,1.0,0,0,1,Y,N,50000.0,CHGOFF,50000.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.5
2008,110,4,1.0,0,4,1,N,N,10000.0,CHGOFF,10000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.85
2007,61,9,1.0,2,9,1,N,N,100000.0,CHGOFF,100000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2006,59,1,1.0,0,1,1,Y,N,74591.0,CHGOFF,25000.0,Construction,No Franchise,1,0,0.5
2007,23,4,2.0,2,6,1,N,N,25000.0,CHGOFF,25000.0,Prof_scien_and_tech_serv,No Franchise,1,0,0.85
2007,55,7,1.0,1,7,1,Y,N,125642.0,CHGOFF,50000.0,RE_rental_leasing,No Franchise,0,0,0.5
2007,98,12,1.0,0,12,1,N,N,430000.0,CHGOFF,430000.0,Other_no_pub,No Franchise,0,0,0.75
2006,4,5,1.0,3,3,1,Y,N,60601.0,CHGOFF,25000.0,Information,No Franchise,0,0,0.5
2008,27,5,1.0,0,5,1,Y,N,40350.0,CHGOFF,25000.0,Wholesale_trade,No Franchise,0,0,0.5
2007,39,2,2.0,12,12,1,Y,N,50000.0,CHGOFF,25000.0,Accommodation_food_serv,No Franchise,0,0,0.5
2006,31,7,1.0,0,7,1,Y,N,79450.0,CHGOFF,42000.0,Trans_Ware,No Franchise,0,0,0.5
2005,34,1,1.0,0,1,1,Y,N,133943.0,CHGOFF,75000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2010,40,5,1.0,7,5,1,N,N,25000.0,CHGOFF,25000.0,RE_rental_leasing,No Franchise,0,0,0.9
2004,3,1,1.0,0,1,1,Y,N,49488.0,CHGOFF,35000.0,Trans_Ware,No Franchise,0,0,0.5
2008,54,1,1.0,0,0,1,N,N,20000.0,CHGOFF,20000.0,Information,No Franchise,1,0,0.5
2003,34,4,2.0,0,0,1,N,N,171442.0,CHGOFF,173250.0,Retail_trade,Franchise,1,0,0.750002886002886
2006,18,1,1.0,0,1,1,Y,N,87500.0,CHGOFF,35000.0,RE_rental_leasing,No Franchise,0,0,0.5
2005,54,12,1.0,1,12,1,N,N,150000.0,CHGOFF,150000.0,Trans_Ware,No Franchise,0,0,0.5
2007,15,3,1.0,0,3,1,N,N,40000.0,CHGOFF,40000.0,Retail_trade,No Franchise,0,0,0.5
2005,3,2,1.0,0,3,2,N,N,8051.0,CHGOFF,16500.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2006,29,6,1.0,0,6,1,N,N,25000.0,CHGOFF,25000.0,Other_no_pub,No Franchise,0,0,0.5
2005,3,2,1.0,0,2,1,N,N,25000.0,CHGOFF,25000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.85
2004,191,4,1.0,0,0,2,N,N,88000.0,CHGOFF,88000.0,Retail_trade,No Franchise,0,0,0.5
2000,7,7,1.0,0,7,1,Y,N,57846.0,CHGOFF,25000.0,Admini_sup_and_waste_mgm_rem,No Franchise,1,0,0.5
2008,58,4,1.0,0,4,1,Y,N,49782.0,CHGOFF,25000.0,Other_no_pub,No Franchise,0,0,0.5
2006,12,10,1.0,2,10,1,N,N,250000.0,CHGOFF,250000.0,Wholesale_trade,No Franchise,1,0,0.5
2005,31,12,1.0,0,0,2,N,N,150000.0,CHGOFF,150000.0,Construction,No Franchise,0,0,0.5
2007,62,2,1.0,4,6,2,Y,N,96989.0,CHGOFF,50000.0,Other_no_pub,No Franchise,1,0,0.5
2008,86,22,2.0,0,19,1,N,N,1170000.0,CHGOFF,1170000.0,Other_no_pub,No Franchise,0,0,0.75
2003,20,6,1.0,2,8,1,Y,N,47861.0,CHGOFF,35000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2007,15,6,1.0,0,6,2,Y,N,119961.0,CHGOFF,50000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2008,63,2,2.0,1,3,1,Y,N,20000.0,CHGOFF,20000.0,Health_care_social_ass,No Franchise,0,0,0.85
2008,36,7,1.0,0,7,1,Y,N,132063.0,CHGOFF,50000.0,Retail_trade,No Franchise,1,0,0.5
2005,51,25,1.0,0,0,1,Y,N,32850.0,CHGOFF,32000.0,Finance_insurance,No Franchise,1,0,0.5
2004,26,1,2.0,0,0,2,N,N,46027.0,CHGOFF,50000.0,Retail_trade,No Franchise,1,0,0.5
2008,57,3,1.0,1,3,1,Y,N,63123.0,CHGOFF,25000.0,Construction,No Franchise,0,0,0.5
2004,99,2,2.0,0,0,2,N,N,491000.0,CHGOFF,491000.0,Ag_fores_ﬁshi_hunting,No Franchise,0,0,0.75
2005,52,4,1.0,0,4,1,N,N,6973.0,CHGOFF,8000.0,Wholesale_trade,No Franchise,0,0,0.5
2007,35,1,2.0,1,1,1,Y,N,21500.0,CHGOFF,10000.0,Retail_trade,No Franchise,0,0,0.5
2007,64,5,2.0,0,0,1,N,N,15000.0,CHGOFF,15000.0,Arts_enter_recreation,No Franchise,1,0,0.85
2007,58,1,1.0,0,1,1,Y,N,10000.0,CHGOFF,10000.0,Arts_enter_recreation,No Franchise,0,0,0.5
2006,55,3,1.0,3,3,1,Y,N,41000.0,CHGOFF,20000.0,Health_care_social_ass,No Franchise,0,0,0.5
2008,105,2,2.0,8,2,1,N,N,238500.0,CHGOFF,238500.0,Retail_trade,Franchise,1,0,0.75
2007,28,1,2.0,6,1,1,N,N,25000.0,CHGOFF,25000.0,Other_no_pub,No Franchise,0,0,0.85
2009,67,2,1.0,0,2,1,Y,N,63684.0,CHGOFF,30000.0,Manufacturing,No Franchise,1,0,0.5
2007,53,6,2.0,50,1,1,Y,N,113851.0,CHGOFF,55000.0,Information,No Franchise,0,0,0.5
2004,43,7,1.0,0,0,1,N,N,50000.0,CHGOFF,50000.0,Manufacturing,No Franchise,0,0,0.5
2003,48,1,1.0,0,1,1,Y,N,45000.0,CHGOFF,45000.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.5
2008,36,7,1.0,25,7,1,Y,N,214934.0,CHGOFF,100000.0,Retail_trade,No Franchise,0,0,0.5
2005,45,2,1.0,2,2,1,Y,N,31000.0,CHGOFF,31000.0,Educational_services,No Franchise,0,0,0.5
2007,49,2,1.0,0,2,1,Y,N,30277.0,CHGOFF,10000.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.5
2003,18,4,1.0,0,4,1,Y,N,50000.0,CHGOFF,50000.0,Wholesale_trade,No Franchise,1,0,0.5
2007,39,1,1.0,0,0,1,N,N,5000.0,CHGOFF,5000.0,Health_care_social_ass,No Franchise,1,0,0.85
2002,45,4,1.0,0,0,1,N,N,13000.0,CHGOFF,13000.0,Accommodation_food_serv,No Franchise,1,0,0.85
2008,54,1,1.0,0,1,1,Y,N,42047.0,CHGOFF,20000.0,Other_no_pub,No Franchise,0,0,0.5
2004,30,2,1.0,0,0,1,N,N,50000.0,CHGOFF,50000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2007,47,2,1.0,0,2,1,N,N,20000.0,CHGOFF,20000.0,Other_no_pub,No Franchise,0,0,0.5
2008,53,1,1.0,0,1,1,N,N,25000.0,CHGOFF,25000.0,Retail_trade,No Franchise,0,0,0.5
2007,73,2,1.0,0,2,1,N,N,6700.0,CHGOFF,6700.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.5
2008,42,1,1.0,0,1,1,Y,N,74750.0,CHGOFF,50000.0,Manufacturing,No Franchise,0,0,0.5
2005,21,1,2.0,0,1,1,Y,N,31188.0,CHGOFF,10000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2005,54,8,1.0,2,8,1,Y,N,121481.0,CHGOFF,100000.0,Manufacturing,No Franchise,0,0,0.5
2008,88,4,2.0,0,4,1,N,N,15000.0,CHGOFF,15000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.85
2006,39,2,1.0,0,2,1,Y,N,152269.0,CHGOFF,40000.0,Construction,No Franchise,0,0,0.5
2003,28,1,1.0,0,1,1,Y,N,100000.0,CHGOFF,100000.0,Manufacturing,No Franchise,0,0,0.5
2005,30,6,2.0,0,6,1,Y,N,27326.0,CHGOFF,20000.0,Retail_trade,No Franchise,0,0,0.5
2004,84,1,1.0,0,1,1,Y,N,33875.0,CHGOFF,65000.0,Arts_enter_recreation,No Franchise,0,0,0.5
2007,11,2,2.0,2,2,1,Y,N,103860.0,CHGOFF,25000.0,Other_no_pub,No Franchise,1,0,0.5
2007,71,4,1.0,1,1,1,Y,N,123883.0,CHGOFF,50000.0,Prof_scien_and_tech_serv,No Franchise,1,0,0.5
2005,71,1,1.0,1,1,1,N,N,50000.0,CHGOFF,50000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2002,22,6,1.0,0,6,1,Y,N,51770.0,CHGOFF,35000.0,Manufacturing,No Franchise,0,0,0.5
2006,46,2,2.0,10,0,1,N,N,150000.0,CHGOFF,150000.0,Arts_enter_recreation,No Franchise,0,0,0.5
2006,66,1,2.0,0,1,1,N,N,5000.0,CHGOFF,5000.0,Construction,No Franchise,1,0,0.85
2002,172,8,1.0,0,0,2,N,N,270000.0,CHGOFF,270000.0,Arts_enter_recreation,No Franchise,1,0,0.75
2000,29,14,1.0,0,14,1,Y,N,174927.0,CHGOFF,100000.0,Manufacturing,No Franchise,0,0,0.5
2004,32,4,1.0,0,4,1,Y,N,49000.0,CHGOFF,49000.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.5
2006,32,1,1.0,0,1,1,Y,N,20196.0,CHGOFF,10000.0,Wholesale_trade,No Franchise,0,0,0.5
2007,94,12,2.0,0,12,1,N,N,200000.0,CHGOFF,200000.0,Educational_services,No Franchise,0,0,0.75
2007,31,4,1.0,0,4,1,Y,N,78438.0,CHGOFF,25000.0,Other_no_pub,No Franchise,0,0,0.5
2006,51,5,1.0,0,5,1,Y,N,9992.0,CHGOFF,5000.0,Retail_trade,No Franchise,0,0,0.5
2008,51,1,2.0,0,1,1,Y,N,47778.0,CHGOFF,25000.0,Other_no_pub,No Franchise,0,0,0.5
2007,6,4,1.0,0,4,1,Y,N,44951.0,CHGOFF,30000.0,Other_no_pub,No Franchise,0,0,0.5
2006,51,2,1.0,2,4,1,Y,N,41411.0,CHGOFF,35000.0,Construction,No Franchise,0,0,0.5
2007,43,1,2.0,0,1,1,Y,N,27500.0,CHGOFF,10000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2008,68,3,2.0,0,3,1,Y,N,15181.0,CHGOFF,10000.0,Other_no_pub,No Franchise,1,0,0.5
2007,89,2,1.0,0,2,1,N,N,249500.0,CHGOFF,249500.0,Manufacturing,No Franchise,1,0,0.75
2007,40,2,1.0,0,2,1,Y,N,46310.0,CHGOFF,50000.0,Trans_Ware,No Franchise,0,0,0.5
2007,61,1,2.0,10,10,1,Y,N,110703.0,CHGOFF,100000.0,Construction,No Franchise,1,0,0.5
2008,42,2,2.0,1,3,1,N,N,15000.0,CHGOFF,15000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2007,44,2,2.0,1,3,1,N,N,155300.0,CHGOFF,155300.0,Retail_trade,No Franchise,0,0,0.75
2007,33,2,1.0,1,2,1,N,N,75000.0,CHGOFF,75000.0,Manufacturing,No Franchise,0,0,0.5
2007,35,1,2.0,0,1,1,Y,N,63723.0,CHGOFF,25000.0,RE_rental_leasing,No Franchise,1,0,0.5
2007,54,9,1.0,2,11,1,Y,N,65604.0,CHGOFF,30000.0,Retail_trade,No Franchise,0,0,0.5
2006,57,3,1.0,5,8,1,Y,N,23058.0,CHGOFF,20000.0,RE_rental_leasing,No Franchise,0,0,0.5
2007,63,1,1.0,0,1,1,N,N,25000.0,CHGOFF,25000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2008,77,6,1.0,0,0,1,N,N,510000.0,CHGOFF,510000.0,Health_care_social_ass,No Franchise,0,0,0.75
2003,4,1,1.0,0,1,1,Y,N,22659.0,CHGOFF,17500.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2006,52,20,1.0,26,46,1,Y,N,128668.0,CHGOFF,50000.0,Finance_insurance,No Franchise,0,0,0.5
2007,53,7,1.0,1,7,1,Y,N,83689.0,CHGOFF,50000.0,Retail_trade,No Franchise,0,0,0.5
2002,31,4,2.0,3,7,1,Y,N,40000.0,CHGOFF,40000.0,Construction,No Franchise,0,0,0.5
2007,42,7,1.0,2,7,1,N,N,100000.0,CHGOFF,100000.0,Retail_trade,No Franchise,0,0,0.5
2001,84,7,1.0,2,7,1,Y,N,9642.0,CHGOFF,10000.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.5
2006,42,1,1.0,0,1,1,Y,N,16900.0,CHGOFF,10000.0,Trans_Ware,No Franchise,0,0,0.5
2007,86,7,1.0,1,7,1,N,N,290000.0,CHGOFF,290000.0,Manufacturing,No Franchise,1,0,0.75
2007,64,4,1.0,0,4,1,Y,N,50000.0,CHGOFF,50000.0,Retail_trade,No Franchise,0,0,0.5
2006,4,3,2.0,2,3,1,N,N,15000.0,CHGOFF,15000.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.5
2006,37,1,1.0,0,1,2,Y,N,120907.0,CHGOFF,30000.0,Construction,No Franchise,0,0,0.5
2006,12,0,1.0,0,0,1,Y,N,150000.0,CHGOFF,100000.0,Manufacturing,No Franchise,0,0,0.5
2006,33,4,1.0,1,4,2,Y,N,90209.0,CHGOFF,35000.0,RE_rental_leasing,No Franchise,0,0,0.5
2007,57,1,1.0,2,1,1,N,N,27518.0,CHGOFF,14000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2009,99,5,1.0,0,5,1,N,N,10000.0,CHGOFF,10000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.85
2006,19,1,1.0,0,1,1,Y,N,175976.0,CHGOFF,35000.0,Retail_trade,No Franchise,0,0,0.5
2008,60,2,1.0,1,1,1,N,N,25000.0,CHGOFF,25000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2007,18,2,2.0,0,2,1,Y,N,78247.0,CHGOFF,25000.0,RE_rental_leasing,No Franchise,0,0,0.5
2007,4,3,1.0,2,5,1,Y,N,183704.0,CHGOFF,100000.0,Retail_trade,No Franchise,1,0,0.5
2005,47,4,1.0,0,4,1,Y,N,17819.0,CHGOFF,10000.0,Accommodation_food_serv,No Franchise,1,0,0.5
2007,42,7,1.0,0,7,2,Y,N,114982.0,CHGOFF,40000.0,Wholesale_trade,No Franchise,0,0,0.5
2004,42,3,1.0,1,4,1,Y,N,50000.0,CHGOFF,50000.0,Retail_trade,No Franchise,0,0,0.5
2004,17,3,1.0,0,3,1,Y,N,103708.0,CHGOFF,45000.0,Retail_trade,No Franchise,0,0,0.5
2008,45,2,2.0,5,7,1,N,N,131300.0,CHGOFF,131300.0,Information,No Franchise,0,0,0.85
2005,14,1,1.0,0,0,1,N,N,15000.0,CHGOFF,15000.0,Manufacturing,No Franchise,0,0,0.5
2004,1,1,1.0,0,1,1,Y,N,27180.0,CHGOFF,8000.0,Retail_trade,No Franchise,0,0,0.5
2007,42,1,1.0,2,3,1,Y,N,81787.0,CHGOFF,20000.0,Health_care_social_ass,No Franchise,0,0,0.5
2007,34,2,1.0,0,2,1,Y,N,14656.0,CHGOFF,5000.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.5
2008,20,6,1.0,0,6,1,Y,N,140920.0,CHGOFF,50000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2007,83,5,2.0,1,6,1,N,N,535000.0,CHGOFF,535000.0,Health_care_social_ass,No Franchise,1,0,0.75
2008,67,7,1.0,1,7,1,N,N,20000.0,CHGOFF,20000.0,Other_no_pub,No Franchise,0,0,0.5
2007,73,24,1.0,0,24,1,Y,N,40000.0,CHGOFF,25000.0,Accommodation_food_serv,No Franchise,0,0,0.5
2008,68,1,1.0,3,1,1,Y,N,50499.0,CHGOFF,50000.0,Mining_quar_oil_gas_ext,No Franchise,1,0,0.5
2008,61,2,2.0,0,2,2,Y,N,20000.0,CHGOFF,10000.0,Arts_enter_recreation,No Franchise,0,0,0.5
2004,5,7,1.0,0,0,1,N,N,50000.0,CHGOFF,50000.0,Trans_Ware,No Franchise,0,0,0.5
2000,6,6,2.0,10,16,1,Y,N,112058.0,CHGOFF,150000.0,Construction,No Franchise,1,0,0.75
2007,37,6,1.0,0,6,1,Y,N,100000.0,CHGOFF,100000.0,Manufacturing,No Franchise,1,0,0.5
2005,46,2,1.0,0,2,1,N,N,140000.0,CHGOFF,140000.0,Retail_trade,No Franchise,1,0,0.5
2008,15,5,1.0,0,0,1,Y,N,11350.0,CHGOFF,5000.0,Retail_trade,No Franchise,0,0,0.5
2007,77,5,1.0,2,5,1,Y,N,75250.0,CHGOFF,50000.0,Wholesale_trade,No Franchise,1,0,0.5
2003,44,3,1.0,0,3,1,Y,N,18055.0,CHGOFF,13800.0,Retail_trade,No Franchise,0,0,0.5
2012,57,10,1.0,1,11,1,Y,N,92866.0,CHGOFF,25000.0,Construction,No Franchise,0,0,0.5
2005,11,10,1.0,1,11,1,Y,N,116628.0,CHGOFF,45000.0,Construction,No Franchise,0,0,0.5
2010,86,12,1.0,0,12,1,N,N,25000.0,CHGOFF,25000.0,Retail_trade,No Franchise,0,0,0.9
2006,3,2,1.0,4,2,2,Y,N,121539.0,CHGOFF,35000.0,Retail_trade,No Franchise,0,0,0.5
2005,4,1,1.0,0,1,1,Y,N,142282.0,CHGOFF,130000.0,Manufacturing,No Franchise,1,0,0.5
2006,84,1,2.0,0,1,1,N,N,138693.0,CHGOFF,139000.0,Wholesale_trade,No Franchise,0,0,0.85
2003,62,13,1.0,0,0,2,N,N,122221.0,CHGOFF,173116.0,Construction,No Franchise,1,0,0.75
